LavatoryID,STR,PostalCode,Country,LON,LAT,isOwnedByWall,isHandicappedAccessible,Price,canBePayedWithCoins,canBePayedInApp,canBePayedWithNFC,hasChangingTable,LabelID,hasUrinal
Wall_122609,Olympischer Platz 6 (0-24 Uhr),14053,Deutschland,13.24459,52.51562,1,1,"0,5",1,1,0,0,1,0
Wall_122610,Trakehner Allee hinter ggü. 7 (0-24 Uhr),14053,Deutschland,13.240781,52.5121801,1,1,"0,5",1,1,0,0,1,0
Wall_122611,Jesse-Owens-Allee vor ggü. 2 (0-24 Uhr),14053,Deutschland,13.2368827701982,52.5106345162793,1,1,"0,5",1,1,0,0,1,0
Wall_122631,Siegfriedstr. ggü. 23 (0-24 Uhr),12051,Deutschland,13.4314583180754,52.4678621065571,1,1,"0,5",1,1,0,0,1,1
Wall_122633,Joachim-Gottschalk-Weg 12-14 (0-24 Uhr),12353,Deutschland,13.4766121902363,52.4226602135946,1,1,"0,5",1,1,0,0,1,0
Wall_122812,Hallesches Ufer   (0-24 Uhr),10969,Deutschland,13.3913257043903,52.4979512797239,1,1,"0,5",1,1,0,0,1,1
Wall_122939,Waltersdorfer Chaussee ggü. 5-7 (0-24 Uhr),12355,Deutschland,13.4977403163385,52.4158088417092,1,1,"0,5",1,1,0,0,1,1
Wall_122940,Berkaer Str. vor 1 (0-24 Uhr),14199,Deutschland,13.2904180558149,52.4757516888295,1,1,"0,5",1,1,0,0,1,0
Wall_122942,Rudolfplatz. Modersohnstr. ggü. 53-55 (0-24 Uhr),10245,Deutschland,13.4568589044744,52.5026830728314,1,1,"0,5",1,1,0,0,1,1
Wall_122943,Falckensteinstr. hinter 38 (0-24 Uhr),10997,Deutschland,13.4430254284233,52.4989927697972,1,1,"0,5",1,1,0,0,1,1
Wall_122974,Oranienplatz ggü. 1 (0-24 Uhr),10999,Deutschland,13.4151105784254,52.5025964081577,1,1,"0,5",1,1,0,0,1,1
Wall_123024,Mariannenplatz 2-3 (0-24 Uhr),10997,Deutschland,13.424531,52.50307,1,1,"0,5",1,1,0,0,1,1
Wall_123032,Senftenberger Ring   (0-24 Uhr),13439,Deutschland,13.353790066078,52.5996651754162,1,1,"0,5",1,1,0,0,1,0
Wall_123363,Stralsunder Str. (Fußgängerzone) 61 (0-24 Uhr),13355,Deutschland,13.3952777777778,52.5397777777778,1,1,"0,5",1,1,0,0,1,0
Wall_123385,Thomashöhe. Thomasstr. ggü. 11-15 (0-24 Uhr),12053,Deutschland,13.438905760934,52.4737141412463,1,1,"0,5",1,1,0,0,1,1
Wall_123395,Am Tierpark 72 (0-24 Uhr),10319,Deutschland,13.5231838083603,52.4973122391274,1,1,"0,5",1,1,0,0,1,0
Wall_123402,Paul-Lincke-Ufer ggü. 16 (0-24 Uhr),10999,Deutschland,13.4318183693879,52.4928459919693,1,1,"0,5",1,1,0,0,1,1
Wall_123403,Waterloo-Ufer (0-24 Uhr),10961,Deutschland,13.3930303824613,52.4973898356451,1,1,"0,5",1,1,0,0,1,0
Wall_123451,Alt-Stralau. Tunnelstr. ggü. 48-48C (0-24 Uhr),10245,Deutschland,13.4784884122379,52.4920379163595,1,1,0,0,0,0,0,5,0
Wall_123452,Volkspark Friedrichshain. Neuer Hain   (0-24 Uhr),10245,Deutschland,13.4435442644645,52.52926371287,1,0,0,0,0,0,0,5,0
Wall_123453,Görlitzer Park   (0-24 Uhr),10999,Deutschland,13.4415032415752,52.4952007682188,1,0,0,0,0,0,0,5,0
Wall_123492,Görlitzer Park. Zugang   (0-24 Uhr),10999,Deutschland,13.4321678831011,52.4990992941424,1,1,"0,5",1,1,0,0,1,1
Wall_123496,Dominicusstr. 16-18 (0-24 Uhr),10825,Deutschland,13.3467060287756,52.4824081883314,1,1,"0,5",1,1,0,0,1,1
Wall_123498,Edinburger Str. 38 (0-24 Uhr),13349,Deutschland,13.3483289012,52.5561112917,1,1,"0,5",1,1,0,0,1,1
Wall_123499,Kranoldplatz. Bendastr.   (0-24 Uhr),12051,Deutschland,13.4368558397,52.4661676648,1,1,"0,5",1,1,0,0,1,1
Wall_123500,Möllendorffstr.   (0-24 Uhr),10367,Deutschland,13.4795858138,52.518999597,1,1,"0,5",1,1,0,0,1,1
Wall_123501,Rennbahnstr. ggü. 1-2 (0-24 Uhr),13086,Deutschland,13.4658943730161,52.5571969543997,1,1,"0,5",1,1,0,0,1,1
Wall_123502,Bosepark. Manteuffelstr. ggü. 9 (0-24 Uhr),12103,Deutschland,13.377623,52.463965,1,1,"0,5",1,1,0,0,1,1
Wall_1405,Lewishamstr. (0-24 Uhr),10627,Deutschland,13.3026592616,52.5053471787,1,1,"0,5",1,0,0,0,2,0
Wall_3389,Unter den Linden 76 (0-24 Uhr),10117,Deutschland,13.3812694549561,52.5166091918945,1,1,"0,5",1,0,0,0,2,0
Wall_34518,Trakehner Allee vor ggü. 3 (bei Veranst.),14053,Deutschland,13.2435201,52.512991,1,0,0,0,0,0,0,4,0
Wall_34520,Olympischer Platz 6 (bei Veranst.),14053,Deutschland,13.24459,52.51562,1,0,0,0,0,0,0,4,0
Wall_34522,Trakehner Allee hinter ggü. 7 (bei Veranst.),14053,Deutschland,13.240781,52.5121801,1,0,0,0,0,0,0,4,0
Wall_34523,Jesse-Owens-Allee vor ggü. 2 (bei Veranst.),14053,Deutschland,13.23694025,52.51064618,1,0,0,0,0,0,0,4,0
Wall_34524,Rossitter Platz (bei Veranst.),14053,Deutschland,13.24938,52.51746,1,0,0,0,0,0,0,4,0
Wall_4943,Kantstr. 165-166 (0-24 Uhr),10789,Deutschland,13.3338492081,52.5051569409,1,0,0,0,0,0,0,4,0
Wall_5103,Alt-Tegel 1-3 (0-24 Uhr),13507,Deutschland,13.2827884563623,52.5898527733733,1,1,"0,5",1,0,0,0,2,0
Wall_5134,S-Bhf. Pankow DB Florastr.. Garbatyplatz ggü. 2 (0-24 Uhr),13187,Deutschland,13.4116505789412,52.5672258921927,1,1,"0,5",1,0,0,0,2,0
Wall_5157,Buschkrugallee (0-24 Uhr),12359,Deutschland,13.4520102624736,52.4521577096716,1,1,"0,5",1,0,0,0,2,0
Wall_5329,Mierendorffplatz (7-22 Uhr),10589,Deutschland,13.3043888888889,52.5255277777778,1,1,0,0,0,0,0,5,0
Wall_5330,Breitscheidplatz (9-22 Uhr),10789,Deutschland,13.3361111111111,52.5049444444444,1,1,"0,5",0,0,0,0,3,0
Wall_5331,Joachimsthaler Platz. Kurfürstendamm 226 (7-22 Uhr),10719,Deutschland,13.3308611111111,52.5033333333333,1,0,"0,5",0,0,0,0,3,0
Wall_5332,Olympiastadion. Gutsmuthsweg (bei Veranst.),14053,Deutschland,13.2440277777778,52.5142222222222,1,0,0,0,0,0,0,5,0
Wall_5333,Waldbühne/Maifeld. Passenheimer Str. (bei Veranst.),14053,Deutschland,13.2306388888889,52.5136111111111,1,0,0,0,0,0,0,5,0
Wall_5335,Theodor-Heuss-Platz ggü. 4-6 (7-22 Uhr),14052,Deutschland,13.272577,52.509679,1,0,0,0,0,0,0,5,0
Wall_5336,Bölschestr. 113 (7-22 Uhr),12587,Deutschland,13.6245833333333,52.4506666666667,1,1,0,0,0,0,0,5,0
Wall_5338,Viktoriapark (0-24 Uhr),10965,Deutschland,13.3778611111111,52.4875,1,0,0,0,0,0,0,5,0
Wall_5339,Alexanderplatz 1 (7-22 Uhr),10178,Deutschland,13.412954,52.521463,1,1,"0,5",0,0,0,0,3,0
Wall_5340,Rathausstr. ggü. 17 (10-18 Uhr),10178,Deutschland,13.4064166666667,52.5184722222222,1,1,"0,5",0,0,0,0,3,0
Wall_5341,Britz-Süd . Fritz-Reuter-Allee (7-22 Uhr),12351,Deutschland,13.4473888888889,52.4373611111111,1,0,0,0,0,0,0,5,0
Wall_5342,Elbestr. 39 (7-22 Uhr),12045,Deutschland,13.438239,52.482874,1,0,0,0,0,0,0,5,0
Wall_5343,Schäfersee . Am Schäfersee ggü. 1 (7-22 Uhr),13407,Deutschland,13.3638055555556,52.5641666666667,1,0,0,0,0,0,0,5,0
Wall_5344,Haselhorster Damm 23 (0-24 Uhr),13599,Deutschland,13.2382777777778,52.5444722222222,1,1,0,0,0,0,0,5,0
Wall_5345,Jugendplatz . Jugendweg (0-24 Uhr),13629,Deutschland,13.2698888888889,52.5378472222222,1,0,0,0,0,0,0,5,0
Wall_5346,Magistratsweg 8a (0-24 Uhr),13593,Deutschland,13.1631666666667,52.52125,1,1,0,0,0,0,0,5,0
Wall_5347,Mönchstr. 8 (0-24 Uhr),13597,Deutschland,13.2054861111111,52.5376388888889,1,1,0,0,0,0,0,5,0
Wall_5348,Spandauer Markt . Markt 5 (7-22 Uhr),13597,Deutschland,13.2050277777778,52.5368611111111,1,1,"0,2",0,0,0,0,3,0
Wall_5349,Moltkestr. (0-24 Uhr),12203,Deutschland,13.3120833333333,52.4426666666667,1,0,0,0,0,0,0,5,0
Wall_5350,Altonaer Str. (0-24 Uhr),10557,Deutschland,13.3452222222222,52.5155555555556,1,0,0,0,0,0,0,5,0
Wall_5351,Großer Stern (Haus C) . Str. des 17. Juni (7-22 Uhr),10785,Deutschland,13.3484166666667,52.5142361111111,1,0,0,0,0,0,0,5,0
Wall_5353,Preußenpark . Brandenburgische Str. (7-22 Uhr),10707,Deutschland,13.310916,52.493104,1,1,0,0,0,0,0,5,0
Wall_5354,Volkspark Wilmersdorf . Am Volkspark (7-22 Uhr),10715,Deutschland,13.326417,52.48288,1,0,0,0,0,0,0,5,0
Wall_5355,Wannsee . Rönnebypromenade (07-22 Uhr),14109,Deutschland,13.1762222222222,52.4214722222222,1,1,0,0,0,0,0,5,0
Wall_5356,Chamissoplatz 1 (0-24 Uhr),10965,Deutschland,13.3909027777778,52.4885277777778,1,0,0,0,0,0,0,4,0
Wall_5358,Kirchhofstr. (0-24 Uhr),12051,Deutschland,13.4413888888889,52.4715555555556,1,0,0,0,0,0,0,4,0
Wall_5359,Fellbacher Platz . Heinsestr. (0-24 Uhr),13467,Deutschland,13.3076111111111,52.6161388888889,1,0,0,0,0,0,0,4,0
Wall_5360,Berliner Str. 105-106 (0-24 Uhr),13507,Deutschland,13.283026,52.590697,1,0,0,0,0,0,0,4,0
Wall_5361,Friedenstr. (0-24 Uhr),12107,Deutschland,13.386907,52.438695,1,0,0,0,0,0,0,4,0
Wall_5362,Stephanplatz . Stephanstr. (0-24 Uhr),10559,Deutschland,13.3470138888889,52.5335277777778,1,0,0,0,0,0,0,4,0
Wall_5363,Unionplatz . Siemensstr. (0-24 Uhr),10551,Deutschland,13.3367777777778,52.5332222222222,1,0,0,0,0,0,0,4,0
Wall_5364,Pekinger Platz . Nordufer (0-24 Uhr),13353,Deutschland,13.35325,52.5399027777778,1,0,0,0,0,0,0,4,0
Wall_5365,Heerstr. (0-24 Uhr),14055,Deutschland,13.2276388888889,52.5065,1,0,0,0,0,0,0,5,0
Wall_5366,Schillerstr. (0-24 Uhr),10625,Deutschland,13.3067361111111,52.5101666666667,1,0,0,0,0,0,0,5,0
Wall_5367,Im Saatwinkel (0-24 Uhr),13599,Deutschland,13.2465277777778,52.5616666666667,1,0,0,0,0,0,0,5,0
Wall_5368,Flughafensee Tegel . Schwarzer Weg (0-24 Uhr),13507,Deutschland,13.2855277777778,52.5707777777778,1,0,0,0,0,0,0,5,0
Wall_5369,Schwarzer Weg (0-24 Uhr),13505,Deutschland,13.2432222222222,52576,1,0,0,0,0,0,0,5,0
Wall_5370,Schwarzer Weg 71 (0-24 Uhr),13505,Deutschland,13.2538055555556,52.5853888888889,1,0,0,0,0,0,0,5,0
Wall_5371,verlängerter Waldschluchtpfad (0-24 Uhr),14089,Deutschland,13.1815555555556,52.4698333333333,1,0,0,0,0,0,0,5,0
Wall_5373,Groß Glienicker See . Uferpromenade (0-24 Uhr),14089,Deutschland,13119,52.4711944444445,1,0,0,0,0,0,0,5,0
Wall_5374,Groß Glienicker See . verlängerte Uferpromenade (0-24 Uhr),14089,Deutschland,13.1154583333333,52.46125,1,0,0,0,0,0,0,5,0
Wall_5376,Bürgerablage . Niederneuendorfer Allee 80 (0-24 Uhr),13587,Deutschland,13.2100833333333,52.5852222222222,1,0,0,0,0,0,0,5,0
Wall_5377,Rustweg (0-24 Uhr),13587,Deutschland,13.2191666666667,52.5753888888889,1,0,0,0,0,0,0,5,0
Wall_5378,Großer Tiergarten . Tiergartenufer (0-24 Uhr),10787,Deutschland,13.3367222222222,52.5126111111111,1,0,0,0,0,0,0,5,0
Wall_5379,Großer Tiergarten . Bellevueallee (0-24 Uhr),10557,Deutschland,13.3566388888889,52.5163333333333,1,0,0,0,0,0,0,5,0
Wall_5381,Dohnagestell (0-24 Uhr),13351,Deutschland,13.3299722222222,52.5467222222222,1,0,0,0,0,0,0,5,0
Wall_5382,Kronprinzessinnenweg (0-24 Uhr),14193,Deutschland,13.23525,52.4689722222222,1,0,0,0,0,0,0,5,0
Wall_5383,Grunewaldsee-Ostufer (0-24 Uhr),14193,Deutschland,13.2661111111111,52.4718055555556,1,0,0,0,0,0,0,5,0
Wall_5384,Havelchaussee (0-24 Uhr),14193,Deutschland,13.1981666666667,52.4695,1,0,0,0,0,0,0,5,0
Wall_5385,Halensee . Halenseestr. (0-24 Uhr),14193,Deutschland,13.2833333333333,52.4956111111111,1,0,0,0,0,0,0,5,0
Wall_5386,Teufelssee . Schildhornweg (0-24 Uhr),14193,Deutschland,13.2346944444444,52.4895277777778,1,0,0,0,0,0,0,5,0
Wall_5387,Havelchaussee (0-24 Uhr),14109,Deutschland,13.1898888888889,52.4545833333333,1,0,0,0,0,0,0,5,0
Wall_5388,Heckeshorn . Uferweg (0-24 Uhr),14109,Deutschland,13.1650555555556,52.4348055555555,1,0,0,0,0,0,0,5,0
Wall_5389,Uferpromenade (0-24 Uhr),14109,Deutschland,13.1294166666667,52.4293888888889,1,0,0,0,0,0,0,5,0
Wall_5390,Uferpromenade (0-24 Uhr),14109,Deutschland,13.1432222222222,52.4324166666667,1,0,0,0,0,0,0,5,0
Wall_5391,Krumme Lanke . Fischerhüttenweg (0-24 Uhr),14193,Deutschland,13.2288333333333,52.44775,1,0,0,0,0,0,0,5,0
Wall_5392,Schlachtensee . Am Schlachtensee (0-24 Uhr),14129,Deutschland,13.2154722222222,52.4407777777778,1,0,0,0,0,0,0,5,0
Wall_5393,Senefelderplatz . Metzer Str. (0-24 Uhr),10119,Deutschland,13.4128888888889,52.5324444444444,1,0,0,0,0,0,0,4,0
Wall_5394,Sandhauser Str. (0-24 Uhr),13503,Deutschland,13.2215555555556,52.5943611111111,1,0,0,0,0,0,0,5,0
Wall_54774,Scharfe Lanke ggü. 133 B (0-24 Uhr),13589,Deutschland,13.18521,52.50165,1,0,0,0,0,0,0,5,0
Fremd_1,Am Denkmal für die ermordeten Juden Europas (Hannah-Arendt-Straße | Ecke Cora-Berliner-Straße) ,10117,Deutschland,13.38045,52.51376,0,1,0,0,0,0,0,6,0
Fremd_10,Tempelhofer Feld,10965,Deutschland,13.40874,52.4793,0,0,0,0,0,0,0,6,0
Fremd_12,Wannsee (Sommerbetrieb),14129,Deutschland,13.17935,52.43684,0,0,0,0,0,0,0,6,0
Fremd_13,Leopoldplatz (Schulstraße | Turiner Straße),13347,Deutschland,13.36125,52.54789,0,1,"0,1",1,0,0,0,6,0
Fremd_15,Volkspark Friedrichshain | Neuer Hain,10249,Deutschland,13.43486,52.52773,0,1,0,0,0,0,0,6,0
Fremd_16,Oranienplatz,10969,Deutschland,13.41514,52.50263,0,0,0,0,0,0,0,6,0
Fremd_17,Cuvrystraße,10997,Deutschland,13.44417,52.49827,0,0,0,0,0,0,0,6,0
Fremd_18,Mariannenplatz,10997,Deutschland,13.42465,52.5031,0,1,0,0,0,0,0,6,0
Fremd_19,Kleiner Tiergarten | Stromstraße,10551,Deutschland,13.34312,52.52585,0,0,0,0,0,0,0,6,0
Fremd_2,Ehemaliger Garnisonfriedhof | Müllerstraße ,13347,Deutschland,13.35924,52.54892,0,0,0,0,0,0,0,6,0
Fremd_3,Park am Gleisdreieck,10963,Deutschland,13.37306,52.49629,0,1,0,0,0,0,0,6,0
Fremd_4,Park am Gleisdreieck,10963,Deutschland,13.3769,52.49502,0,1,0,0,0,0,0,6,0
Fremd_5,Tempelhofer Feld,12049,Deutschland,13.41755,52.47681,0,1,0,0,0,0,0,6,0
Fremd_6,Tempelhofer Feld,12049,Deutschland,13.41766,52.47019,0,1,0,0,0,0,0,6,0
Fremd_7,Tempelhofer Feld,12101,Deutschland,13.38677,52.4713,0,1,0,0,0,0,0,6,0
Fremd_8,Tempelhofer Feld,10965,Deutschland,13.40995,52.4794,0,1,0,0,0,0,0,6,0
Fremd_9,Tempelhofer Feld,10965,Deutschland,13.40423,52.4817,0,0,0,0,0,0,0,6,0
